file,label,entropy,brightness_mean,brightness_std,skewness_brightness,kurtosis_brightness,laplacian_variance,gradient_mean,gradient_variance,edge_density,hf_energy_ratio,spectral_slope,spectral_flatness,fft_phase_entropy,freq_lf,freq_mf,freq_hf,dct_energy_ratio,jpeg_artifact_score,stripe_score,lbp_entropy,glcm_contrast,glcm_homogeneity,glcm_energy,noise_entropy,residual_std,noise_variance_patch_std,saturation_mean,hue_entropy,rgb_channel_corr,colorfulness,gray_world_error,compression_ratio,metadata_flag,exif_present,orig_width,orig_height,orig_aspect,file_size_kb,file_bpp
dataset\ai_512_fixed\ai_03970.png,1,7.760131,0.415345,0.243378,0.237355,-0.985797,979.927554,68.175032,10004.595204,0.104687,0.012433,3.108052,0.00285,7.993731,0.966942,0.026695,0.006363,0.000127,0.986698,0.014043,6.407613,0.755729,0.845767,0.044905,4.822399,0.034818,0.001068,0.201423,5.636212,0.974834,24.387311,0.060238,0.754238,1.0,0.0,512.0,512.0,1.0,414.441406,1.618912
dataset\ai_512_fixed\ai_03971.png,1,7.24004,0.369066,0.217811,0.288862,-1.316919,729.44239,55.48076,8384.577409,0.081825,0.013929,3.20206,0.001999,7.9937,0.964503,0.028056,0.007441,0.000483,1.020536,0.023508,6.208463,0.521599,0.879783,0.078579,4.677822,0.031787,0.00113,0.173726,5.585936,0.893053,36.695923,0.033018,0.653576,1.0,0.0,512.0,512.0,1.0,359.324219,1.40361
dataset\ai_512_fixed\ai_03972.png,1,7.141284,0.27237,0.172344,0.788812,-0.368226,819.114048,54.74872,8150.301125,0.084934,0.025649,3.033229,0.003328,7.993348,0.951795,0.033612,0.014593,0.000268,1.003167,0.016044,6.217744,0.435187,0.885846,0.088672,4.665107,0.03364,0.001468,0.129748,5.348842,0.967234,15.671591,0.0111,0.63575,1.0,0.0,512.0,512.0,1.0,355.472656,1.388565
dataset\ai_512_fixed\ai_03973.png,1,7.408003,0.359278,0.189697,0.300265,-0.878951,246.430582,36.571521,2333.915733,0.038441,0.00457,3.117427,0.001131,7.993403,0.98647,0.011198,0.002333,0.001092,1.006355,0.01428,5.881626,0.382215,0.863931,0.059753,4.231756,0.016655,0.000529,0.145496,5.837242,0.972198,16.071888,0.018136,0.672352,1.0,0.0,512.0,512.0,1.0,339.500977,1.326176
dataset\ai_512_fixed\ai_03974.png,1,7.626646,0.437275,0.220928,0.027409,-0.974062,163.33441,46.995865,3836.797185,0.04845,0.003034,3.551066,0.000554,7.993298,0.984116,0.014593,0.001291,0.000437,1.00562,0.009528,5.879576,0.679733,0.830357,0.050012,4.182816,0.01502,0.000402,0.239396,5.335522,0.958689,28.045548,0.092639,0.708324,1.0,0.0,512.0,512.0,1.0,349.283203,1.364388
dataset\ai_512_fixed\ai_03975.png,1,7.615128,0.469794,0.260741,0.336269,-1.299976,721.894347,64.673442,11350.274674,0.08749,0.009498,3.417522,0.001328,7.993698,0.97095,0.02475,0.0043,0.000133,1.007838,0.026788,6.073017,1.146722,0.825843,0.048455,4.772131,0.032243,0.000998,0.191338,4.868522,0.977369,25.069238,0.077294,0.67725,1.0,0.0,512.0,512.0,1.0,365.958008,1.429523
dataset\ai_512_fixed\ai_03976.png,1,7.501354,0.45111,0.221676,-0.040115,-1.346423,644.477584,60.768389,10007.687177,0.087574,0.0121,3.404808,0.000871,7.993579,0.973367,0.021264,0.005368,0.000167,1.001184,0.027893,5.964028,1.105974,0.826209,0.053774,4.648582,0.032568,0.001803,0.136826,5.293913,0.981961,15.737174,0.024045,0.641479,1.0,0.0,512.0,512.0,1.0,335.223633,1.309467
dataset\ai_512_fixed\ai_03977.png,1,7.756359,0.406918,0.271551,0.31437,-1.242591,216.384462,53.909189,6123.966479,0.059536,0.004544,3.729399,0.000653,7.993592,0.976335,0.02196,0.001705,8.7e-05,0.986097,0.013782,5.765424,0.677252,0.842329,0.04834,4.308901,0.018381,0.000458,0.379438,5.445799,0.88612,53.136704,0.148317,0.699841,1.0,0.0,512.0,512.0,1.0,360.479492,1.408123
dataset\ai_512_fixed\ai_03978.png,1,7.666086,0.441052,0.243615,0.049637,-0.950801,105.524512,47.105435,3868.198929,0.037113,0.00262,3.920355,0.000292,7.993727,0.983972,0.014984,0.001045,8e-05,1.012291,0.016476,5.522275,0.601057,0.841639,0.049333,4.263462,0.013227,0.000278,0.277904,4.417174,0.966632,31.457352,0.121476,0.68301,1.0,0.0,512.0,512.0,1.0,333.308594,1.301987
dataset\ai_512_fixed\ai_03980.png,1,7.552084,0.351608,0.22078,0.659173,-0.577831,923.108438,58.457075,10958.148895,0.082748,0.018871,3.140099,0.002488,7.993776,0.959212,0.031303,0.009486,0.000105,0.962703,0.013833,6.289163,0.532751,0.881426,0.065442,4.469812,0.035901,0.001729,0.33641,4.677702,0.920969,41.367896,0.129741,0.687302,1.0,0.0,512.0,512.0,1.0,378.007812,1.476593
dataset\ai_512_fixed\ai_03979.png,1,7.528589,0.51295,0.235887,-0.634638,-0.607589,529.583289,47.3154,6462.912756,0.04369,0.005131,3.193605,0.001263,7.993846,0.985194,0.012169,0.002637,0.000312,0.993452,0.016431,6.185439,0.626287,0.877564,0.07484,3.828887,0.025406,0.001076,0.226667,4.440049,0.97197,26.489308,0.080882,0.66534,1.0,0.0,512.0,512.0,1.0,363.814453,1.42115
dataset\ai_512_fixed\ai_03981.png,1,7.274312,0.469506,0.199246,-0.193101,-1.107106,45.310776,12.62599,514.984387,0.006718,0.001198,3.245928,0.00014,7.993478,0.996607,0.002728,0.000665,1e-06,0.983322,0.033747,5.422476,0.107108,0.953877,0.082837,3.14906,0.006922,0.00013,0.095724,5.354473,0.989513,10.76104,0.012336,0.45079,1.0,0.0,512.0,512.0,1.0,263.885742,1.030804
dataset\ai_512_fixed\ai_03982.png,1,7.257723,0.281557,0.20345,0.862968,-0.211183,1129.451796,77.256243,11308.852061,0.125809,0.030518,3.047967,0.005662,7.993729,0.930054,0.053538,0.016408,0.000408,1.002084,0.006456,6.287961,1.07837,0.798406,0.059707,5.048679,0.039189,0.001608,0.386636,4.533856,0.800054,54.776909,0.153711,0.737854,1.0,0.0,512.0,512.0,1.0,416.958984,1.628746
dataset\ai_512_fixed\ai_03983.png,1,7.484871,0.42268,0.253232,0.256648,-1.405459,1234.685112,103.848509,18777.398171,0.129635,0.021496,3.485954,0.001873,7.993391,0.932585,0.057753,0.009663,8.6e-05,1.003,0.023728,5.924277,2.903983,0.70799,0.035253,5.408689,0.044501,0.001435,0.231878,4.869376,0.970699,28.096217,0.090141,0.792477,1.0,0.0,512.0,512.0,1.0,373.939453,1.460701
dataset\ai_512_fixed\ai_03984.png,1,7.580046,0.350745,0.251357,0.54863,-1.030841,1707.670936,86.552185,16098.205569,0.12392,0.030057,3.013378,0.004731,7.993612,0.93548,0.048102,0.016418,0.000399,1.002242,0.035189,6.198716,1.4394,0.798064,0.047355,5.152432,0.04776,0.002391,0.388915,4.110755,0.92714,47.101946,0.166789,0.724957,1.0,0.0,512.0,512.0,1.0,411.544922,1.607597
dataset\ai_512_fixed\ai_03985.png,1,7.616842,0.406445,0.232594,0.121737,-1.130144,195.420492,32.944872,4080.563502,0.035774,0.003606,3.487994,0.000608,7.993453,0.987731,0.010736,0.001533,0.000314,1.027859,0.0253,5.689831,0.525843,0.875691,0.057781,2.934658,0.016386,0.000552,0.278824,4.905162,0.959377,28.600943,0.086543,0.568962,1.0,0.0,512.0,512.0,1.0,299.488281,1.169876
dataset\ai_512_fixed\ai_03986.png,1,7.464628,0.400678,0.257135,0.399261,-1.190429,999.041175,71.107751,12777.135322,0.091866,0.014587,3.134028,0.003171,7.99346,0.955534,0.037537,0.006929,0.000763,1.005429,0.010935,6.207074,1.128692,0.822857,0.059298,4.589001,0.035649,0.001484,0.338771,5.663943,0.93085,41.117697,0.119044,0.729675,1.0,0.0,512.0,512.0,1.0,411.915039,1.609043
dataset\ai_512_fixed\ai_03987.png,1,7.570931,0.315025,0.227841,0.85764,-0.113284,2482.273789,98.912029,18666.262703,0.143494,0.044669,2.802581,0.009751,7.993133,0.910179,0.062102,0.027719,0.000964,1.001753,0.007703,6.447549,1.75193,0.739557,0.040536,5.306516,0.055148,0.003547,0.195658,5.010299,0.981309,19.885854,0.058846,0.831123,1.0,0.0,512.0,512.0,1.0,448.055664,1.750217
dataset\ai_512_fixed\ai_03988.png,1,7.689612,0.487516,0.240332,0.059867,-1.046,910.492867,77.792639,7415.953589,0.134201,0.00984,3.086831,0.002261,7.993545,0.975231,0.019832,0.004937,0.000402,0.987257,0.031966,6.281333,1.006863,0.77237,0.031132,5.071841,0.033928,0.001314,0.313769,4.674919,0.950374,34.635035,0.146901,0.843548,1.0,0.0,512.0,512.0,1.0,452.370117,1.767071
dataset\ai_512_fixed\ai_03989.png,1,7.472759,0.30331,0.22241,0.807892,-0.36009,694.378943,65.309787,7942.197575,0.09605,0.017284,3.184955,0.002841,7.99362,0.952798,0.038077,0.009125,0.000601,1.017303,0.011615,6.454238,0.816621,0.825859,0.055876,4.902197,0.031119,0.001203,0.34646,4.516777,0.972577,24.011192,0.087104,0.787056,1.0,0.0,512.0,512.0,1.0,415.067383,1.621357
dataset\ai_512_fixed\ai_03990.png,1,7.699942,0.484098,0.223337,-0.362467,-0.773371,522.813196,50.743142,6978.737939,0.069786,0.006107,3.249877,0.00117,7.993575,0.982241,0.014827,0.002932,3.4e-05,1.073009,0.019637,6.08754,0.668015,0.859673,0.054542,4.509805,0.026508,0.000801,0.158256,4.863447,0.975436,20.605036,0.054032,0.660763,1.0,0.0,512.0,512.0,1.0,347.375977,1.356937
dataset\ai_512_fixed\ai_03991.png,1,7.336836,0.316202,0.219728,0.715613,-0.60188,981.14145,93.294455,13301.090509,0.139664,0.029003,3.319955,0.002472,7.993373,0.922012,0.065927,0.012061,0.000145,0.964437,0.023699,6.084866,1.940962,0.748593,0.066664,5.69678,0.039319,0.00113,0.377966,4.908136,0.937448,35.796376,0.125977,0.77837,1.0,0.0,512.0,512.0,1.0,391.506836,1.529324
dataset\ai_512_fixed\ai_03992.png,1,7.521748,0.42115,0.272205,0.150551,-1.540743,2150.999371,144.192241,34821.811208,0.155422,0.047606,3.782946,0.001439,7.992299,0.891353,0.089886,0.018761,0.000204,0.985789,0.037552,5.873574,4.706786,0.663203,0.033835,5.938217,0.062943,0.002598,0.450094,3.807369,0.941745,47.34035,0.20972,0.773846,1.0,0.0,512.0,512.0,1.0,364.360352,1.423283
dataset\ai_512_fixed\ai_03994.png,1,7.490634,0.325664,0.222881,0.664277,-0.612416,543.668583,47.033572,6386.728342,0.049683,0.010036,3.08417,0.002585,7.993526,0.968084,0.026809,0.005107,0.000682,1.001066,0.018807,6.284947,0.664507,0.863386,0.060625,3.829129,0.02551,0.001322,0.159107,6.159491,0.98991,12.003509,0.008068,0.712486,1.0,0.0,512.0,512.0,1.0,351.65625,1.373657
dataset\ai_512_fixed\ai_03993.png,1,7.496276,0.411592,0.190182,0.137494,-0.930066,273.746735,53.397305,5256.586166,0.071239,0.005865,3.450244,0.001001,7.993089,0.974557,0.023153,0.00229,0.000339,0.989045,0.005042,6.164876,0.658012,0.83082,0.051205,4.723834,0.019746,0.000596,0.359875,4.010532,0.893248,42.367043,0.16588,0.740013,1.0,0.0,512.0,512.0,1.0,397.449219,1.552536
dataset\ai_512_fixed\ai_03995.png,1,7.682701,0.433926,0.219117,0.331775,-0.623436,266.879874,55.197564,5898.629216,0.06419,0.006105,3.704508,0.000437,7.993211,0.978904,0.018638,0.002458,0.000107,0.956557,0.015433,5.871176,0.721967,0.832057,0.044671,5.026118,0.021521,0.000716,0.241479,4.553556,0.960654,26.910819,0.099763,0.708569,1.0,0.0,512.0,512.0,1.0,335.421875,1.310242
dataset\ai_512_fixed\ai_03996.png,1,7.589853,0.41895,0.22369,0.526518,-0.480505,400.562238,33.655771,2727.34369,0.057877,0.004864,3.098518,0.000885,7.993504,0.991125,0.006114,0.002762,1.6e-05,1.018828,0.009932,6.164134,0.303493,0.893256,0.061732,4.305652,0.021402,0.000951,0.11541,5.488935,0.994977,10.027559,0.026943,0.640465,1.0,0.0,512.0,512.0,1.0,339.532227,1.326298
dataset\ai_512_fixed\ai_03997.png,1,7.792035,0.466352,0.228371,0.015967,-0.911351,154.753434,46.377453,3821.653731,0.039116,0.003122,3.631675,0.000456,7.991678,0.984952,0.01364,0.001408,4.8e-05,1.011945,0.008963,5.830953,0.493658,0.854685,0.043447,3.902938,0.014958,0.000333,0.373825,5.814484,0.852959,53.615398,0.171928,0.725471,1.0,0.0,512.0,512.0,1.0,361.579102,1.412418
dataset\ai_512_fixed\ai_03998.png,1,7.802875,0.503225,0.243508,0.12452,-1.006447,527.552577,66.329954,8778.393967,0.076954,0.006379,3.416178,0.001218,7.992824,0.971446,0.025682,0.002872,0.000236,0.991236,0.01343,5.751187,0.874403,0.805294,0.034699,4.276506,0.027036,0.000945,0.117921,6.00494,0.979994,17.617028,0.020467,0.728737,1.0,0.0,512.0,512.0,1.0,354.03418,1.382946
dataset\ai_512_fixed\ai_03999.png,1,7.651293,0.479698,0.239179,-0.29536,-1.162533,1235.390498,76.896645,8831.541352,0.135941,0.010991,2.844131,0.0033,7.993713,0.972486,0.021615,0.005899,0.000192,0.998983,0.032021,6.810151,1.159881,0.776322,0.038833,5.903316,0.037139,0.001025,0.056209,4.368274,0.998906,5.684424,0.021627,0.85537,1.0,0.0,512.0,512.0,1.0,459.716797,1.795769
dataset\ai_512_fixed\ai_04000.png,1,7.38439,0.422112,0.223122,0.225953,-1.364835,137.95967,26.453054,3108.215977,0.022324,0.003054,3.542197,0.000459,7.993553,0.989854,0.008731,0.001416,0.000198,0.98747,0.008163,5.75096,0.311489,0.90486,0.083605,3.071554,0.01385,0.000354,0.436843,3.230649,0.861543,53.900552,0.211516,0.528851,1.0,0.0,512.0,512.0,1.0,295.181641,1.153053
dataset\ai_512_fixed\ai_04001.png,1,7.77702,0.458914,0.223898,0.03031,-0.941672,267.305498,43.690728,3178.453823,0.052021,0.003827,3.200847,0.000879,7.993425,0.986198,0.011897,0.001905,0.000245,0.999599,0.012047,5.878684,0.451471,0.858136,0.045797,4.088437,0.017594,0.000638,0.336479,5.796565,0.890905,46.528258,0.137312,0.701618,1.0,0.0,512.0,512.0,1.0,357.982422,1.398369
dataset\ai_512_fixed\ai_04002.png,1,7.611204,0.425263,0.25127,0.508241,-1.056047,192.450758,52.261062,5500.542064,0.049213,0.004024,3.635928,0.000612,7.993653,0.975687,0.02263,0.001683,4.4e-05,1.006401,0.012864,5.913576,0.685141,0.833682,0.049161,4.336284,0.01708,0.000378,0.14445,6.224178,0.982929,18.017207,0.021085,0.680073,1.0,0.0,512.0,512.0,1.0,341.261719,1.333054
dataset\ai_512_fixed\ai_04003.png,1,7.707187,0.441441,0.230563,0.038282,-1.131414,345.665575,53.385401,7738.835145,0.065792,0.007157,3.703895,0.000324,7.990558,0.974471,0.022572,0.002957,2.9e-05,1.032347,0.022336,5.851705,0.787914,0.864735,0.051627,4.382718,0.024343,0.000968,0.315606,4.63821,0.963351,29.65312,0.125708,0.629612,1.0,0.0,512.0,512.0,1.0,298.77832,1.167103
dataset\ai_512_fixed\ai_04004.png,1,7.171263,0.317612,0.20325,0.70218,-0.599004,463.162062,48.660052,3924.935077,0.066696,0.008331,2.954599,0.002544,7.993506,0.976146,0.019426,0.004428,4.6e-05,1.007384,0.014917,6.24869,0.513082,0.844498,0.080304,4.644718,0.022586,0.000699,0.235793,5.638479,0.924168,32.209292,0.059475,0.731304,1.0,0.0,512.0,512.0,1.0,391.353516,1.528725
dataset\ai_512_fixed\ai_04005.png,1,7.540859,0.502986,0.256216,0.20403,-1.377479,793.006783,65.804024,10757.278485,0.079773,0.009631,3.385401,0.001142,7.993735,0.975842,0.01945,0.004709,0.000829,0.973531,0.03076,5.720836,0.746048,0.84378,0.051265,4.293781,0.034172,0.00182,0.139889,4.763152,0.991658,16.205008,0.066808,0.636982,1.0,0.0,512.0,512.0,1.0,332.800781,1.300003
dataset\ai_512_fixed\ai_04006.png,1,7.53063,0.371973,0.245188,0.294409,-1.257691,1601.155217,115.28343,18753.575418,0.172157,0.032754,3.368123,0.002005,7.993747,0.918371,0.066372,0.015258,0.000246,0.897159,0.027314,6.106655,2.394853,0.712737,0.042298,5.874668,0.05038,0.001111,0.290828,4.414291,0.964808,34.544181,0.125208,0.824471,1.0,0.0,512.0,512.0,1.0,402.586914,1.572605
dataset\ai_512_fixed\ai_04007.png,1,7.764841,0.437751,0.251597,0.115896,-1.131753,1201.315788,78.68888,14719.399022,0.103153,0.017107,3.169865,0.002666,7.993222,0.956463,0.035419,0.008118,0.000991,0.961945,0.022865,6.269233,1.047763,0.839504,0.041598,4.774474,0.040625,0.001821,0.195391,4.976549,0.988944,18.196874,0.065822,0.747757,1.0,0.0,512.0,512.0,1.0,371.808594,1.452377
dataset\ai_512_fixed\ai_04008.png,1,7.726536,0.454918,0.237394,-0.006314,-1.250761,556.472279,71.760484,5020.526857,0.116631,0.006117,3.072151,0.001745,7.993805,0.977173,0.019883,0.002945,0.000242,0.998311,0.005534,6.567555,0.904994,0.75361,0.031093,5.465045,0.02463,0.000368,0.504021,4.643893,0.81062,72.357857,0.298008,0.905373,1.0,0.0,512.0,512.0,1.0,491.529297,1.920036
dataset\ai_512_fixed\ai_04009.png,1,7.030655,0.561785,0.187431,-0.706083,-0.69354,81.711237,23.104647,2289.911943,0.024418,0.001396,3.65876,0.000127,7.989459,0.994469,0.004889,0.000642,1.2e-05,1.006662,0.011415,5.746504,0.187638,0.942804,0.167324,3.406429,0.011553,0.000296,0.132578,4.274755,0.994296,11.415517,0.067888,0.491856,1.0,0.0,512.0,512.0,1.0,271.280273,1.059689
dataset\ai_512_fixed\ai_04010.png,1,7.524751,0.50573,0.191241,-0.346896,-0.256339,245.213453,42.931153,3703.997374,0.045002,0.00301,3.309231,0.000661,7.992879,0.989234,0.009315,0.001451,0.000495,0.998583,0.008135,5.766199,0.338021,0.901512,0.073483,3.730743,0.017697,0.00053,0.277617,2.698053,0.949963,29.828581,0.140102,0.616814,1.0,0.0,512.0,512.0,1.0,344.695312,1.346466
dataset\ai_512_fixed\ai_04011.png,1,7.665527,0.510652,0.210818,-0.320878,-0.590026,283.306656,33.551943,3978.010693,0.025028,0.002971,3.193193,0.000708,7.993744,0.990836,0.007608,0.001556,0.000846,1.022424,0.012275,5.672018,0.414445,0.896855,0.065327,2.850956,0.018184,0.000975,0.252387,5.629448,0.951376,30.324676,0.113558,0.559189,1.0,0.0,512.0,512.0,1.0,289.661133,1.131489
dataset\ai_512_fixed\ai_04012.png,1,7.707034,0.41658,0.236886,0.129811,-0.965246,379.871528,53.644612,6117.62652,0.061871,0.006104,3.395591,0.001172,7.993539,0.978396,0.018961,0.002643,0.002959,0.991849,0.023789,5.98297,0.657154,0.865752,0.048479,4.267292,0.02271,0.000781,0.371341,3.966755,0.954876,35.110923,0.159338,0.668602,1.0,0.0,512.0,512.0,1.0,342.518555,1.337963
dataset\ai_512_fixed\ai_04013.png,1,7.483643,0.413384,0.229348,0.166785,-1.137996,502.991487,55.068198,6667.221445,0.079433,0.00878,3.234303,0.001208,7.993463,0.977202,0.019145,0.003653,0.000405,1.014446,0.036085,6.390354,0.82235,0.831409,0.052439,4.799912,0.026987,0.000772,0.103839,5.247056,0.962928,21.674007,0.012286,0.743149,1.0,0.0,512.0,512.0,1.0,369.380859,1.442894
dataset\ai_512_fixed\ai_04015.png,1,7.688959,0.554417,0.220335,-0.540706,-0.237041,412.440601,44.170994,4226.52313,0.061386,0.003607,3.083916,0.000915,7.993598,0.989868,0.008302,0.001831,0.001134,0.998361,0.017906,5.868336,0.495971,0.864565,0.059026,3.231564,0.021463,0.000889,0.239837,4.140733,0.971504,25.109194,0.108805,0.641171,1.0,0.0,512.0,512.0,1.0,344.618164,1.346165
dataset\ai_512_fixed\ai_04014.png,1,7.396263,0.358869,0.249134,0.587688,-0.955251,198.336928,55.337191,5694.630068,0.068237,0.005573,3.669196,0.000688,7.993112,0.968763,0.029292,0.001945,8.9e-05,1.026989,0.019094,5.838705,0.867203,0.812413,0.06826,4.382455,0.018122,0.000352,0.279612,4.40099,0.970403,27.139987,0.097992,0.712276,1.0,0.0,512.0,512.0,1.0,353.075195,1.3792
dataset\ai_512_fixed\ai_04016.png,1,7.489292,0.528171,0.233446,-0.580565,-1.029378,902.425505,60.271235,9111.930236,0.093925,0.008292,3.033331,0.00192,7.993677,0.979673,0.016067,0.004259,0.000191,0.986013,0.024105,6.438953,0.923039,0.833238,0.06568,4.793348,0.033461,0.001389,0.10251,4.310334,0.997435,10.589249,0.048242,0.717422,1.0,0.0,512.0,512.0,1.0,389.160156,1.520157
dataset\ai_512_fixed\ai_04017.png,1,7.361559,0.532803,0.193066,-0.677159,-0.708913,165.837032,34.081693,3934.220482,0.042217,0.002555,3.504775,0.000361,7.993671,0.990081,0.008919,0.001001,0.000163,0.979989,0.008432,5.629895,0.35481,0.904111,0.088588,3.42471,0.015769,0.000479,0.217694,4.528212,0.899321,38.783534,0.108617,0.533607,1.0,0.0,512.0,512.0,1.0,301.416992,1.17741
dataset\ai_512_fixed\ai_04018.png,1,7.666229,0.458138,0.266959,-0.341638,-1.18266,413.196915,62.031221,7828.696805,0.07085,0.006603,3.520898,0.001137,7.993405,0.974529,0.022624,0.002847,0.000138,1.001127,0.006621,5.877197,0.869807,0.807408,0.046116,4.232799,0.024133,0.000776,0.330779,5.829231,0.865422,57.995235,0.14706,0.754501,1.0,0.0,512.0,512.0,1.0,401.580078,1.568672
dataset\ai_512_fixed\ai_04020.png,1,7.82265,0.469617,0.250488,-0.190663,-0.980589,321.48515,58.230042,3962.13838,0.045944,0.003727,3.278378,0.000968,7.992495,0.986251,0.011804,0.001945,0.00035,0.999617,0.014823,5.747082,0.787929,0.791183,0.035106,3.83555,0.019311,0.000827,0.342949,5.178161,0.899807,48.160499,0.145561,0.773838,1.0,0.0,512.0,512.0,1.0,359.150391,1.402931
dataset\ai_512_fixed\ai_04019.png,1,7.399856,0.316626,0.198379,0.392328,-0.653582,1356.177939,110.645408,13798.018045,0.183586,0.039364,3.349849,0.00221,7.993647,0.911096,0.070767,0.018137,0.000158,1.024937,0.013281,6.049462,1.930469,0.711147,0.035186,6.231526,0.046444,0.001225,0.313377,5.102217,0.875537,43.543643,0.116517,0.812031,1.0,0.0,512.0,512.0,1.0,394.920898,1.54266
dataset\ai_512_fixed\ai_04021.png,1,7.716095,0.473213,0.225401,-0.120992,-1.055875,929.931924,82.878996,7560.734916,0.150036,0.010995,3.012382,0.00257,7.993138,0.971685,0.023317,0.004997,0.000714,0.976304,0.016135,6.430135,0.692264,0.817981,0.041956,5.644555,0.033791,0.000938,0.27124,5.333455,0.9463,31.927697,0.100609,0.795044,1.0,0.0,512.0,512.0,1.0,445.053711,1.738491
dataset\ai_512_fixed\ai_04023.png,1,7.560861,0.44949,0.207353,-0.313323,-0.968159,461.768669,41.445309,6159.690733,0.048782,0.006418,3.210602,0.000842,7.993478,0.98247,0.014194,0.003336,2.2e-05,1.00153,0.011209,6.241544,0.264338,0.922277,0.074282,4.213484,0.025354,0.000955,0.244155,3.84714,0.979762,20.339045,0.099725,0.639084,1.0,0.0,512.0,512.0,1.0,333.536133,1.302876
dataset\ai_512_fixed\ai_04022.png,1,7.606801,0.446808,0.252918,0.233181,-1.214779,285.9467,42.842607,5981.651316,0.048489,0.00466,3.710797,0.000456,7.992806,0.984874,0.01297,0.002155,0.000138,0.984829,0.02882,5.783668,0.513143,0.880476,0.061292,3.942267,0.021273,0.000751,0.170061,5.444466,0.98774,17.250286,0.054788,0.594669,1.0,0.0,512.0,512.0,1.0,294.106445,1.148853
dataset\ai_512_fixed\ai_04024.png,1,6.998512,0.303587,0.187159,0.525182,-0.845445,380.887597,48.930984,4782.490422,0.072147,0.010515,3.210598,0.002128,7.993425,0.964947,0.030169,0.004884,0.000486,0.972813,0.010686,6.135703,0.387745,0.898366,0.105461,4.760287,0.022251,0.000482,0.273595,4.166072,0.923191,33.15927,0.101289,0.649307,1.0,0.0,512.0,512.0,1.0,371.137695,1.449757
dataset\ai_512_fixed\ai_04025.png,1,6.608618,0.276019,0.198879,1.481556,1.156332,381.154826,54.826278,8203.522076,0.068428,0.016847,3.554615,0.001925,7.992852,0.945318,0.049044,0.005637,0.000301,0.999833,0.006725,5.941594,0.779259,0.842112,0.130963,4.184706,0.024909,0.000911,0.145314,5.287119,0.985598,16.238466,0.032488,0.630508,1.0,0.0,512.0,512.0,1.0,349.787109,1.366356
dataset\ai_512_fixed\ai_04027.png,1,7.207912,0.319131,0.19573,0.467945,-0.650446,1031.162064,60.548368,10364.95511,0.081116,0.02278,2.971811,0.003404,7.993645,0.946545,0.041373,0.012082,0.001181,1.033365,0.009951,6.442232,0.448177,0.882545,0.095536,4.917321,0.036765,0.001854,0.188473,4.337562,0.991737,13.421046,0.059207,0.707798,1.0,0.0,512.0,512.0,1.0,394.588867,1.541363
dataset\ai_512_fixed\ai_04026.png,1,7.167985,0.266533,0.207347,1.116452,0.268307,296.821081,40.424271,3173.250485,0.045238,0.008371,3.098568,0.001921,7.993737,0.974688,0.021092,0.00422,3e-06,0.996858,0.01914,6.400087,0.324801,0.876838,0.101197,4.481517,0.018688,0.000567,0.140895,5.247274,0.988769,10.979632,0.009142,0.700562,1.0,0.0,512.0,512.0,1.0,361.556641,1.412331
dataset\ai_512_fixed\ai_04028.png,1,7.538503,0.435011,0.198017,0.367268,-0.63134,616.93619,46.281199,7825.107893,0.061432,0.00811,3.022317,0.001513,7.993316,0.975307,0.020573,0.004121,2.2e-05,1.02118,0.013422,5.879946,0.506127,0.904091,0.070379,3.625415,0.027762,0.001332,0.379913,3.152822,0.97278,27.023832,0.167292,0.576969,1.0,0.0,512.0,512.0,1.0,305.240234,1.192345
dataset\ai_512_fixed\ai_04029.png,1,7.899925,0.460417,0.270839,0.095355,-1.10033,478.474006,66.158627,9703.245914,0.07584,0.008207,3.683026,0.001059,7.993321,0.97094,0.02582,0.00324,3.1e-05,0.981879,0.017797,5.800336,0.904013,0.825807,0.034644,4.350585,0.027148,0.000943,0.242577,4.844174,0.947701,35.743617,0.096114,0.740696,1.0,0.0,512.0,512.0,1.0,368.859375,1.440857
dataset\ai_512_fixed\ai_04030.png,1,7.083549,0.345488,0.173093,-0.137023,-0.820419,282.287473,39.597245,4838.156854,0.04113,0.008009,3.364127,0.001065,7.993555,0.974734,0.021718,0.003548,0.001137,1.033691,0.013248,5.902318,0.395496,0.894732,0.095945,3.675679,0.020448,0.000867,0.173021,5.616288,0.961217,19.013833,0.037637,0.593262,1.0,0.0,512.0,512.0,1.0,295.813477,1.155521
dataset\ai_512_fixed\ai_04031.png,1,7.361388,0.416454,0.167165,-0.28213,-0.530129,270.902494,44.949044,2849.74013,0.072369,0.004803,3.173547,0.000836,7.993529,0.986994,0.010598,0.002409,6.2e-05,1.04119,0.020907,6.139683,0.38848,0.862031,0.073068,5.43515,0.019205,0.000341,0.580005,2.925375,0.852719,56.609257,0.316268,0.60891,1.0,0.0,512.0,512.0,1.0,354.700195,1.385548
dataset\ai_512_fixed\ai_04032.png,1,7.6035,0.428391,0.221136,0.086292,-0.860416,316.257651,55.905836,8598.295167,0.058529,0.00765,3.743526,0.000667,7.993047,0.968915,0.028086,0.002999,0.00011,1.065929,0.014522,5.876013,0.661229,0.863032,0.057701,3.898355,0.023299,0.000727,0.151533,5.445652,0.97478,20.282032,0.029386,0.662201,1.0,0.0,512.0,512.0,1.0,337.126953,1.316902
